seqid	protein_class	prot_len	mean_disorder	frac_disordered	has_prd
RNaseH_CopiaSL_monotypic|Chr11_2s29	RNaseH	73	0.0968	0.0	0
RNaseH_CopiaSL_monotypic|Chr11_2s38	RNaseH	115	0.1709	0.0	0
RNaseH_CopiaSL_monotypic|Chr12_1s32	RNaseH	151	0.1534	0.0993	0
RNaseH_CopiaSL_monotypic|Chr12_1s59	RNaseH	175	0.1208	0.0	0
RNaseH_CopiaSL_monotypic|Chr12_2s11	RNaseH	150	0.1193	0.0	0
RNaseH_CopiaSL_monotypic|Chr12_2s29	RNaseH	143	0.3995	0.2657	0
RNaseH_GypsySL_01	RNaseH	117	0.087	0.0	0
RNaseH_GypsySL_02	RNaseH	115	0.0976	0.0	0
RNaseH_GypsySL_03	RNaseH	115	0.0949	0.0	0
RNaseH_GypsySL_04	RNaseH	63	0.2405	0.0	0
RNaseH_GypsySL_05	RNaseH	117	0.0887	0.0	0
RNaseH_GypsySL_06	RNaseH	123	0.1006	0.0	0
RNaseH_GypsySL_07	RNaseH	113	0.1275	0.0	0
RNaseH_GypsySL_08	RNaseH	115	0.1455	0.0	0
RNaseH_GypsySL_09	RNaseH	72	0.2295	0.0	0
RNaseH_GypsySL_10	RNaseH	117	0.2163	0.0	0
RNaseH_GypsySL_11	RNaseH	115	0.1624	0.0	0
RNaseH_GypsySL_12	RNaseH	70	0.1596	0.0	0
RNaseH_GypsySL_monotypic|Chr02_1s41	RNaseH	113	0.1137	0.0	0
RNaseH_GypsySL_monotypic|Chr03_1s10	RNaseH	115	0.1248	0.0	0
RNaseH_GypsySL_monotypic|Chr03_1s33	RNaseH	113	0.0936	0.0	0
RNaseH_GypsySL_monotypic|Chr07_1s69	RNaseH	83	0.251	0.0	0
RNaseH_GypsySL_monotypic|Chr08_2s54	RNaseH	118	0.1134	0.0	0
RNaseH_GypsySL_monotypic|Chr12_1s55	RNaseH	117	0.1265	0.0	0
CHR_GypsySL_01	CHR	49	0.4365	1.0	0
CHR_GypsySL_02	CHR	51	0.3751	1.0	0
CHR_GypsySL_03	CHR	49	0.2671	0.0	0
CHR_GypsySL_05	CHR	51	0.1659	0.0	0
CHR_GypsySL_07	CHR	49	0.1817	0.0	0
CHR_GypsySL_08	CHR	53	0.1664	0.0	0
CHR_GypsySL_09	CHR	49	0.3955	1.0	0
CHR_GypsySL_10	CHR	53	0.2372	0.0	0
CHR_GypsySL_11	CHR	51	0.1705	0.0	0
CHR_GypsySL_monotypic|Chr02_1s41	CHR	52	0.1924	0.0	0
CHR_GypsySL_monotypic|Chr03_1s10	CHR	42	0.2054	0.0	0
CHR_GypsySL_monotypic|Chr03_1s33	CHR	41	0.3688	0.0	0
CHR_GypsySL_monotypic|Chr04_2s29	CHR	48	0.2399	0.0	0
CHR_GypsySL_monotypic|Chr07_1s69	CHR	51	0.135	0.0	0
CHR_GypsySL_monotypic|Chr12_1s55	CHR	49	0.2028	0.0	0
